route_id,source_file,symbol,method,path_template,auth_mode,decorators,auth_evidence_ref,verification_status,owner_signoff,verification_notes,source_decorator_snapshot,suggested_owner,review_wave,test_evidence_ref,rollback_note,signoff_batch
ROUTE-0280,endpoints/oauth/login.py,add_url_rule,POST,/oauth2/<dynamic-service>//callback/cli,oauth-flow-mixed,dynamic-add-url-rule,endpoints/oauth/login.py:377,verified-source-anchored,,"Manual review: dynamic oauthlogin.add_url_rule callback/attach/cli/captcha handlers verified; attach/cli are require_session_login, callback/captcha are oauth-flow mixed.",,api-service-auth,A3,PT-ROUTE-0280,flip `ROUTE_OWNER_OAUTH2_POST_OAUTH2_DYNAMIC_SERVICE_CALLBACK_CLI` -> `python`,BATCH-A3-ROUTES
ROUTE-0281,endpoints/oauth/robot_identity_federation.py,auth_federated_robot_identity,GET,/oauth2/federation/robot/token,oauth-flow-mixed,"federation_bp.route(""/federation/robot/token""); process_federated_auth",endpoints/oauth/robot_identity_federation.py:18,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (oauth-surface-family-match).,process_federated_auth; route,api-service-auth,A3,PT-ROUTE-0281,flip `ROUTE_OWNER_OAUTH2_GET_OAUTH2_FEDERATION_ROBOT_TOKEN` -> `python`,BATCH-A3-ROUTES
ROUTE-0291,endpoints/realtime.py,user_subscribe,GET,/realtime/user/subscribe,session-required,"realtime.route(""/user/subscribe""); require_session_login",endpoints/realtime.py:27,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-required-family-match).,require_session_login; route,api-service-realtime,A3,PT-ROUTE-0291,flip `ROUTE_OWNER_REALTIME_GET_REALTIME_USER_SUBSCRIBE` -> `python`,BATCH-A3-ROUTES
ROUTE-0292,endpoints/realtime.py,user_test,GET,/realtime/user/test,session-required,"realtime.route(""/user/test""); require_session_login",endpoints/realtime.py:19,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-required-family-match).,require_session_login; route,api-service-realtime,A3,PT-ROUTE-0292,flip `ROUTE_OWNER_REALTIME_GET_REALTIME_USER_TEST` -> `python`,BATCH-A3-ROUTES
ROUTE-0338,endpoints/secscan.py,manifest_security_backfill_status,GET,/secscan/_backfill_status,anon-allowed,"secscan.route(""/_backfill_status""); anon_allowed",endpoints/secscan.py:72,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (anon-allowed-family-match).,anon_allowed; route,api-service-secscan,A3,PT-ROUTE-0338,flip `ROUTE_OWNER_SECSCAN_GET_SECSCAN_BACKFILL_STATUS` -> `python`,BATCH-A3-ROUTES
ROUTE-0339,endpoints/secscan.py,internal_ping,GET,/secscan/_internal_ping,anon-allowed,"secscan.route(""/_internal_ping""); anon_allowed",endpoints/secscan.py:22,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (anon-allowed-family-match).,anon_allowed; route,api-service-secscan,A3,PT-ROUTE-0339,flip `ROUTE_OWNER_SECSCAN_GET_SECSCAN_INTERNAL_PING` -> `python`,BATCH-A3-ROUTES
ROUTE-0340,endpoints/secscan.py,secscan_notification,POST,/secscan/notification,anon-plus-psk-jwt-optional,"route_show_if(features.SECURITY_SCANNER); route_show_if(features.SECURITY_NOTIFICATIONS); secscan.route(""/notification"", methods=[""POST""]); anon_allowed",endpoints/secscan.py:30,verified-source-anchored,,Manual review: secscan notification allows anonymous callback with optional PSK JWT verification when configured.,,api-service-secscan,A3,PT-ROUTE-0340,flip `ROUTE_OWNER_SECSCAN_POST_SECSCAN_NOTIFICATION` -> `python`,BATCH-A3-ROUTES
ROUTE-0406,endpoints/webhooks.py,build_trigger_webhook,POST,/webhooks/push/<repopath:repository>/trigger/<trigger_uuid>,webhook-shared-secret-or-signed-callback,"webhooks.route(""/push/<repopath:repository>/trigger/<trigger_uuid>"", methods=[""POST""]); webhooks.route(""/push/trigger/<trigger_uuid>"", methods=[""POST""], defaults={""repository"": """"}); process_auth",endpoints/webhooks.py:150,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (webhook-family-match).,process_auth; route,api-service-webhooks,A3,PT-ROUTE-0406,flip `ROUTE_OWNER_WEBHOOKS_POST_WEBHOOKS_PUSH_REPOPATH_REPOSITORY_TRIGGER_TRIGGER_UUID` -> `python`,BATCH-A3-ROUTES
ROUTE-0407,endpoints/webhooks.py,build_trigger_webhook,POST,/webhooks/push/trigger/<trigger_uuid>,webhook-shared-secret-or-signed-callback,"webhooks.route(""/push/<repopath:repository>/trigger/<trigger_uuid>"", methods=[""POST""]); webhooks.route(""/push/trigger/<trigger_uuid>"", methods=[""POST""], defaults={""repository"": """"}); process_auth",endpoints/webhooks.py:150,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (webhook-family-match).,process_auth; route,api-service-webhooks,A3,PT-ROUTE-0407,flip `ROUTE_OWNER_WEBHOOKS_POST_WEBHOOKS_PUSH_TRIGGER_TRIGGER_UUID` -> `python`,BATCH-A3-ROUTES
ROUTE-0408,endpoints/webhooks.py,stripe_webhook,POST,/webhooks/stripe,webhook-shared-secret-or-signed-callback,"webhooks.route(""/stripe"", methods=[""POST""])",endpoints/webhooks.py:37,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (webhook-family-match).,route,api-service-webhooks,A3,PT-ROUTE-0408,flip `ROUTE_OWNER_WEBHOOKS_POST_WEBHOOKS_STRIPE` -> `python`,BATCH-A3-ROUTES
ROUTE-0409,endpoints/wellknown.py,app_capabilities,GET,/.well-known/app-capabilities,anon-allowed,"wellknown.route(""/app-capabilities"", methods=[""GET""])",endpoints/wellknown.py:15,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (anon-allowed-family-match).,route,api-service-web,A3,PT-ROUTE-0409,flip `ROUTE_OWNER_WELLKNOWN_GET_WELL_KNOWN_APP_CAPABILITIES` -> `python`,BATCH-A3-ROUTES
ROUTE-0410,endpoints/wellknown.py,change_password,GET,/.well-known/change-password,session-required,"wellknown.route(""/change-password"", methods=[""GET""]); require_session_login",endpoints/wellknown.py:47,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-required-family-match).,require_session_login; route,api-service-web,A3,PT-ROUTE-0410,flip `ROUTE_OWNER_WELLKNOWN_GET_WELL_KNOWN_CHANGE_PASSWORD` -> `python`,BATCH-A3-ROUTES
